file_name,image_id,category_id,category_name
images_withoutrect/11505.png,11505,1,¹Ï×Ó¿Ç
images_withoutrect/11506.png,11506,1,¹Ï×Ó¿Ç
images_withoutrect/11507.png,11507,1,¹Ï×Ó¿Ç
images_withoutrect/11508.png,11508,1,¹Ï×Ó¿Ç
images_withoutrect/11509.png,11509,1,¹Ï×Ó¿Ç
images_withoutrect/11510.png,11510,1,¹Ï×Ó¿Ç
images_withoutrect/11511.png,11511,1,¹Ï×Ó¿Ç
images_withoutrect/11513.png,11513,1,¹Ï×Ó¿Ç
images_withoutrect/11514.png,11514,1,¹Ï×Ó¿Ç
images_withoutrect/11515.png,11515,1,¹Ï×Ó¿Ç
images_withoutrect/11516.png,11516,1,¹Ï×Ó¿Ç
images_withoutrect/11518.png,11518,1,¹Ï×Ó¿Ç
images_withoutrect/11519.png,11519,1,¹Ï×Ó¿Ç
images_withoutrect/11521.png,11521,1,¹Ï×Ó¿Ç
images_withoutrect/11523.png,11523,1,¹Ï×Ó¿Ç
images_withoutrect/11524.png,11524,1,¹Ï×Ó¿Ç
images_withoutrect/11527.png,11527,1,¹Ï×Ó¿Ç
images_withoutrect/11529.png,11529,1,¹Ï×Ó¿Ç
images_withoutrect/11530.png,11530,1,¹Ï×Ó¿Ç
images_withoutrect/11531.png,11531,1,¹Ï×Ó¿Ç
images_withoutrect/11532.png,11532,1,¹Ï×Ó¿Ç
images_withoutrect/11533.png,11533,1,¹Ï×Ó¿Ç
images_withoutrect/11534.png,11534,1,¹Ï×Ó¿Ç
images_withoutrect/11535.png,11535,1,¹Ï×Ó¿Ç
images_withoutrect/11539.png,11539,1,¹Ï×Ó¿Ç
images_withoutrect/11540.png,11540,1,¹Ï×Ó¿Ç
images_withoutrect/11542.png,11542,1,¹Ï×Ó¿Ç
images_withoutrect/11543.png,11543,1,¹Ï×Ó¿Ç
images_withoutrect/11544.png,11544,1,¹Ï×Ó¿Ç
images_withoutrect/11545.png,11545,1,¹Ï×Ó¿Ç
images_withoutrect/11546.png,11546,1,¹Ï×Ó¿Ç
images_withoutrect/11548.png,11548,1,¹Ï×Ó¿Ç
images_withoutrect/11549.png,11549,1,¹Ï×Ó¿Ç
images_withoutrect/11550.png,11550,1,¹Ï×Ó¿Ç
images_withoutrect/11551.png,11551,1,¹Ï×Ó¿Ç
images_withoutrect/11552.png,11552,1,¹Ï×Ó¿Ç
images_withoutrect/11553.png,11553,1,¹Ï×Ó¿Ç
images_withoutrect/11554.png,11554,1,¹Ï×Ó¿Ç
images_withoutrect/11556.png,11556,1,¹Ï×Ó¿Ç
images_withoutrect/11557.png,11557,1,¹Ï×Ó¿Ç
images_withoutrect/11558.png,11558,1,¹Ï×Ó¿Ç
images_withoutrect/11559.png,11559,1,¹Ï×Ó¿Ç
images_withoutrect/11560.png,11560,1,¹Ï×Ó¿Ç
images_withoutrect/11563.png,11563,1,¹Ï×Ó¿Ç
images_withoutrect/11564.png,11564,1,¹Ï×Ó¿Ç
images_withoutrect/11565.png,11565,1,¹Ï×Ó¿Ç
images_withoutrect/11567.png,11567,1,¹Ï×Ó¿Ç
images_withoutrect/11568.png,11568,1,¹Ï×Ó¿Ç
images_withoutrect/11569.png,11569,1,¹Ï×Ó¿Ç
images_withoutrect/11570.png,11570,1,¹Ï×Ó¿Ç
images_withoutrect/11571.png,11571,1,¹Ï×Ó¿Ç
images_withoutrect/11574.png,11574,1,¹Ï×Ó¿Ç
images_withoutrect/11575.png,11575,1,¹Ï×Ó¿Ç
images_withoutrect/11576.png,11576,1,¹Ï×Ó¿Ç
images_withoutrect/11577.png,11577,1,¹Ï×Ó¿Ç
images_withoutrect/11578.png,11578,1,¹Ï×Ó¿Ç
images_withoutrect/11579.png,11579,1,¹Ï×Ó¿Ç
images_withoutrect/11580.png,11580,1,¹Ï×Ó¿Ç
images_withoutrect/11581.png,11581,1,¹Ï×Ó¿Ç
images_withoutrect/11582.png,11582,1,¹Ï×Ó¿Ç
images_withoutrect/11583.png,11583,1,¹Ï×Ó¿Ç
images_withoutrect/11584.png,11584,1,¹Ï×Ó¿Ç
images_withoutrect/11585.png,11585,1,¹Ï×Ó¿Ç
images_withoutrect/11586.png,11586,1,¹Ï×Ó¿Ç
images_withoutrect/11587.png,11587,1,¹Ï×Ó¿Ç
images_withoutrect/11588.png,11588,1,¹Ï×Ó¿Ç
images_withoutrect/11589.png,11589,1,¹Ï×Ó¿Ç
images_withoutrect/11590.png,11590,1,¹Ï×Ó¿Ç
images_withoutrect/11591.png,11591,1,¹Ï×Ó¿Ç
images_withoutrect/11592.png,11592,1,¹Ï×Ó¿Ç
images_withoutrect/11593.png,11593,1,¹Ï×Ó¿Ç
images_withoutrect/11594.png,11594,1,¹Ï×Ó¿Ç
images_withoutrect/11596.png,11596,1,¹Ï×Ó¿Ç
images_withoutrect/11597.png,11597,1,¹Ï×Ó¿Ç
images_withoutrect/11600.png,11600,1,¹Ï×Ó¿Ç
images_withoutrect/11601.png,11601,1,¹Ï×Ó¿Ç
images_withoutrect/11602.png,11602,1,¹Ï×Ó¿Ç
images_withoutrect/11603.png,11603,1,¹Ï×Ó¿Ç
images_withoutrect/11604.png,11604,1,¹Ï×Ó¿Ç
images_withoutrect/11605.png,11605,1,¹Ï×Ó¿Ç
images_withoutrect/11606.png,11606,1,¹Ï×Ó¿Ç
images_withoutrect/11607.png,11607,1,¹Ï×Ó¿Ç
images_withoutrect/11608.png,11608,1,¹Ï×Ó¿Ç
images_withoutrect/11609.png,11609,1,¹Ï×Ó¿Ç
images_withoutrect/11610.png,11610,1,¹Ï×Ó¿Ç
images_withoutrect/11611.png,11611,1,¹Ï×Ó¿Ç
images_withoutrect/11613.png,11613,1,¹Ï×Ó¿Ç
images_withoutrect/11614.png,11614,1,¹Ï×Ó¿Ç
images_withoutrect/11615.png,11615,1,¹Ï×Ó¿Ç
images_withoutrect/11616.png,11616,1,¹Ï×Ó¿Ç
images_withoutrect/11617.png,11617,1,¹Ï×Ó¿Ç
images_withoutrect/11618.png,11618,1,¹Ï×Ó¿Ç
images_withoutrect/11619.png,11619,1,¹Ï×Ó¿Ç
images_withoutrect/11620.png,11620,1,¹Ï×Ó¿Ç
images_withoutrect/11621.png,11621,1,¹Ï×Ó¿Ç
images_withoutrect/11622.png,11622,1,¹Ï×Ó¿Ç
images_withoutrect/11623.png,11623,1,¹Ï×Ó¿Ç
images_withoutrect/11624.png,11624,1,¹Ï×Ó¿Ç
images_withoutrect/11625.png,11625,1,¹Ï×Ó¿Ç
images_withoutrect/11626.png,11626,1,¹Ï×Ó¿Ç
images_withoutrect/11627.png,11627,1,¹Ï×Ó¿Ç
images_withoutrect/11628.png,11628,1,¹Ï×Ó¿Ç
images_withoutrect/11629.png,11629,1,¹Ï×Ó¿Ç
images_withoutrect/11630.png,11630,1,¹Ï×Ó¿Ç
images_withoutrect/11631.png,11631,1,¹Ï×Ó¿Ç
images_withoutrect/11632.png,11632,1,¹Ï×Ó¿Ç
images_withoutrect/11634.png,11634,1,¹Ï×Ó¿Ç
images_withoutrect/11635.png,11635,1,¹Ï×Ó¿Ç
images_withoutrect/11636.png,11636,1,¹Ï×Ó¿Ç
images_withoutrect/11637.png,11637,1,¹Ï×Ó¿Ç
images_withoutrect/11638.png,11638,1,¹Ï×Ó¿Ç
images_withoutrect/11639.png,11639,1,¹Ï×Ó¿Ç
images_withoutrect/11640.png,11640,1,¹Ï×Ó¿Ç
images_withoutrect/11641.png,11641,1,¹Ï×Ó¿Ç
images_withoutrect/11642.png,11642,1,¹Ï×Ó¿Ç
images_withoutrect/11643.png,11643,1,¹Ï×Ó¿Ç
images_withoutrect/11644.png,11644,1,¹Ï×Ó¿Ç
images_withoutrect/11645.png,11645,1,¹Ï×Ó¿Ç
images_withoutrect/11646.png,11646,1,¹Ï×Ó¿Ç
images_withoutrect/11647.png,11647,1,¹Ï×Ó¿Ç
images_withoutrect/11650.png,11650,1,¹Ï×Ó¿Ç
images_withoutrect/11651.png,11651,1,¹Ï×Ó¿Ç
images_withoutrect/11652.png,11652,1,¹Ï×Ó¿Ç
images_withoutrect/11653.png,11653,1,¹Ï×Ó¿Ç
images_withoutrect/11654.png,11654,1,¹Ï×Ó¿Ç
images_withoutrect/11655.png,11655,1,¹Ï×Ó¿Ç
images_withoutrect/11656.png,11656,1,¹Ï×Ó¿Ç
images_withoutrect/11657.png,11657,1,¹Ï×Ó¿Ç
images_withoutrect/11658.png,11658,1,¹Ï×Ó¿Ç
images_withoutrect/11659.png,11659,1,¹Ï×Ó¿Ç
images_withoutrect/11661.png,11661,1,¹Ï×Ó¿Ç
images_withoutrect/11662.png,11662,1,¹Ï×Ó¿Ç
images_withoutrect/11663.png,11663,1,¹Ï×Ó¿Ç
images_withoutrect/11664.png,11664,1,¹Ï×Ó¿Ç
images_withoutrect/11665.png,11665,1,¹Ï×Ó¿Ç
images_withoutrect/11666.png,11666,1,¹Ï×Ó¿Ç
images_withoutrect/11667.png,11667,1,¹Ï×Ó¿Ç
images_withoutrect/11668.png,11668,1,¹Ï×Ó¿Ç
images_withoutrect/11670.png,11670,1,¹Ï×Ó¿Ç
images_withoutrect/11671.png,11671,1,¹Ï×Ó¿Ç
images_withoutrect/11672.png,11672,1,¹Ï×Ó¿Ç
images_withoutrect/11673.png,11673,1,¹Ï×Ó¿Ç
images_withoutrect/11674.png,11674,1,¹Ï×Ó¿Ç
images_withoutrect/11675.png,11675,1,¹Ï×Ó¿Ç
images_withoutrect/11676.png,11676,1,¹Ï×Ó¿Ç
images_withoutrect/11677.png,11677,1,¹Ï×Ó¿Ç
images_withoutrect/11678.png,11678,1,¹Ï×Ó¿Ç
images_withoutrect/11679.png,11679,1,¹Ï×Ó¿Ç
images_withoutrect/11680.png,11680,1,¹Ï×Ó¿Ç
images_withoutrect/11681.png,11681,1,¹Ï×Ó¿Ç
images_withoutrect/11682.png,11682,1,¹Ï×Ó¿Ç
images_withoutrect/11683.png,11683,1,¹Ï×Ó¿Ç
images_withoutrect/11684.png,11684,1,¹Ï×Ó¿Ç
images_withoutrect/11685.png,11685,1,¹Ï×Ó¿Ç
images_withoutrect/11686.png,11686,1,¹Ï×Ó¿Ç
images_withoutrect/11687.png,11687,1,¹Ï×Ó¿Ç
images_withoutrect/11688.png,11688,1,¹Ï×Ó¿Ç
images_withoutrect/11689.png,11689,1,¹Ï×Ó¿Ç
images_withoutrect/11690.png,11690,1,¹Ï×Ó¿Ç
images_withoutrect/11691.png,11691,1,¹Ï×Ó¿Ç
images_withoutrect/11692.png,11692,1,¹Ï×Ó¿Ç
images_withoutrect/11693.png,11693,1,¹Ï×Ó¿Ç
images_withoutrect/11694.png,11694,1,¹Ï×Ó¿Ç
images_withoutrect/11695.png,11695,1,¹Ï×Ó¿Ç
images_withoutrect/11696.png,11696,1,¹Ï×Ó¿Ç
images_withoutrect/11697.png,11697,1,¹Ï×Ó¿Ç
images_withoutrect/11698.png,11698,1,¹Ï×Ó¿Ç
images_withoutrect/11699.png,11699,1,¹Ï×Ó¿Ç
images_withoutrect/11700.png,11700,1,¹Ï×Ó¿Ç
images_withoutrect/11702.png,11702,1,¹Ï×Ó¿Ç
images_withoutrect/11703.png,11703,1,¹Ï×Ó¿Ç
images_withoutrect/11704.png,11704,1,¹Ï×Ó¿Ç
images_withoutrect/11706.png,11706,1,¹Ï×Ó¿Ç
images_withoutrect/11707.png,11707,1,¹Ï×Ó¿Ç
images_withoutrect/11708.png,11708,1,¹Ï×Ó¿Ç
images_withoutrect/11709.png,11709,1,¹Ï×Ó¿Ç
images_withoutrect/11710.png,11710,1,¹Ï×Ó¿Ç
images_withoutrect/11711.png,11711,1,¹Ï×Ó¿Ç
images_withoutrect/11712.png,11712,1,¹Ï×Ó¿Ç
images_withoutrect/11713.png,11713,1,¹Ï×Ó¿Ç
images_withoutrect/11714.png,11714,1,¹Ï×Ó¿Ç
images_withoutrect/11715.png,11715,1,¹Ï×Ó¿Ç
images_withoutrect/11716.png,11716,1,¹Ï×Ó¿Ç
images_withoutrect/11717.png,11717,1,¹Ï×Ó¿Ç
images_withoutrect/11719.png,11719,1,¹Ï×Ó¿Ç
images_withoutrect/11720.png,11720,1,¹Ï×Ó¿Ç
images_withoutrect/11721.png,11721,1,¹Ï×Ó¿Ç
images_withoutrect/11722.png,11722,1,¹Ï×Ó¿Ç
images_withoutrect/11723.png,11723,1,¹Ï×Ó¿Ç
images_withoutrect/11724.png,11724,1,¹Ï×Ó¿Ç
images_withoutrect/11725.png,11725,1,¹Ï×Ó¿Ç
images_withoutrect/11726.png,11726,1,¹Ï×Ó¿Ç
images_withoutrect/11727.png,11727,1,¹Ï×Ó¿Ç
images_withoutrect/11728.png,11728,1,¹Ï×Ó¿Ç
images_withoutrect/11729.png,11729,1,¹Ï×Ó¿Ç
images_withoutrect/11730.png,11730,1,¹Ï×Ó¿Ç
images_withoutrect/11731.png,11731,1,¹Ï×Ó¿Ç
images_withoutrect/11732.png,11732,1,¹Ï×Ó¿Ç
images_withoutrect/11733.png,11733,1,¹Ï×Ó¿Ç
images_withoutrect/11734.png,11734,1,¹Ï×Ó¿Ç
images_withoutrect/11735.png,11735,1,¹Ï×Ó¿Ç
images_withoutrect/11736.png,11736,1,¹Ï×Ó¿Ç
images_withoutrect/11737.png,11737,1,¹Ï×Ó¿Ç
images_withoutrect/11738.png,11738,1,¹Ï×Ó¿Ç
images_withoutrect/11739.png,11739,1,¹Ï×Ó¿Ç
images_withoutrect/11741.png,11741,1,¹Ï×Ó¿Ç
images_withoutrect/11743.png,11743,1,¹Ï×Ó¿Ç
images_withoutrect/11744.png,11744,1,¹Ï×Ó¿Ç
images_withoutrect/11746.png,11746,1,¹Ï×Ó¿Ç
images_withoutrect/11747.png,11747,1,¹Ï×Ó¿Ç
images_withoutrect/11748.png,11748,1,¹Ï×Ó¿Ç
images_withoutrect/11749.png,11749,1,¹Ï×Ó¿Ç
images_withoutrect/11750.png,11750,1,¹Ï×Ó¿Ç
images_withoutrect/11751.png,11751,1,¹Ï×Ó¿Ç
images_withoutrect/11753.png,11753,1,¹Ï×Ó¿Ç
images_withoutrect/11754.png,11754,1,¹Ï×Ó¿Ç
images_withoutrect/11755.png,11755,1,¹Ï×Ó¿Ç
images_withoutrect/11756.png,11756,1,¹Ï×Ó¿Ç
